ZPG_22360,,ZPG_6500,,300_6500,,1000_22360,,-300_6500,,-1000_22360,,-100_6500,,-380_22360,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
-0.067254103,0.00024776355638578273,-0.067254103,0.00024776355638578273,-0.067254103,0.00024776355638578273,-0.06697446,0.002747770547456785,-0.034965035,-0.000950806,-0.034965035,0.0016522306327080294,0.034965034965035,0.00034707158351432454,0.06993006993007,-0.002257786
4.430381516726836,0.009110204446880488,2.68610930120051,0.01531659764149218,2.953168213557646,0.0028232741143010553,3.355853903394589,0.002833341256547106,-1.048951049,0.006911093245149713,-1.363636364,0.01083203130925492,1.5034965034965033,0.017190358448493148,1.18881118881119,0.013302185883530715
7.585591682303363,0.016689084701019707,5.171015578902626,0.030378720298434803,5.50379055869843,0.005387039672929639,6.309161938372309,0.005407173957421518,-1.818181818,0.018664805909925475,-2.552447552,0.023909106078303655,2.7972027972028,0.03143970996465573,2.2727272727272716,0.027562459232741476
10.204027416184047,0.02550454559436688,7.656201499444908,0.04794084994644843,7.98757826503989,0.010449134365588142,9.799384226465957,0.007994429514623924,-3.076923077,0.030444002851812035,-3.636363636,0.04088527524536212,4.02097902097902,0.045692702091834514,3.3566433566433567,0.04442576945830767
12.218993900989659,0.03930491975648687,9.940324217908888,0.06799795301440992,10.806657736738636,0.013019611352380722,12.954035106362152,0.01057329578662125,-4.300699301,0.04742745324090247,-4.370629371,0.07085842573911993,5.20979020979021,0.06645510671541055,4.3006993006993035,0.07951761904039578
13.899507548958464,0.06309693259768623,11.890273742376237,0.10054670175252156,13.35755972471959,0.018083383902080197,16.10868598625835,0.013152162058618688,-5.384615385,0.06960969616067236,-4.755244755,0.10081337317779848,6.363636363636363,0.09242540539720612,4.93006993006993,0.12764103575383423
15.449567811990526,0.12063568410426206,13.236754017768504,0.13808036375940635,15.908461712700536,0.02314715645177967,18.927625636537016,0.014472635549875656,-6.468531469,0.0969980128331539,-5.034965035,0.1294613412617751,7.272727272727273,0.12621755684662428,5.34965034965035,0.1874890402439211
16.463273107586986,0.1831610267366518,14.24850181348382,0.1831056574542992,18.39238924046208,0.029459254639973786,21.81381938987525,0.017044790393708986,-7.272727273,0.13348239612881707,-5,0.1711081109779593,8.006993006993007,0.16392336513811578,5.6993006993007,0.23823005627777882
17.546749291804502,0.26943811364125725,14.857563919362192,0.2281208840069463,21.010545331502605,0.035774708542249845,24.700572428893814,0.024616959219684653,-7.832167832,0.17516011103863616,-5.104895105,0.22447582785977604,8.53146853146853,0.21075072432990016,5.874125874125873,0.2902816922773541
18.294514246404496,0.35445680776512223,15.332816926221824,0.27688276533211775,23.696514811283024,0.04834185777924427,27.25217352397518,0.03593074924706163,-8.146853147,0.22333267600078888,-5.034965035,0.2648192588322741,8.95104895104895,0.2562820260000306,6.083916083916083,0.33191936046599835
18.70419100724554,0.41696704968414333,15.673841369802489,0.32564129094320726,25.980078244066668,0.06339894686506387,29.67024516287797,0.053491201038034175,-8.356643357,0.27149978004641795,-4.965034965,0.30906724511930594,9.23076923076923,0.3044236457685483,6.3986013986013965,0.38656675211989766
19.18196079966667,0.4882289939289538,16.081840273602552,0.37315149091580224,28.26490006963106,0.08970606741070297,31.35131809652711,0.08228322786137532,-8.426573427,0.31575504755548156,-4.895104895,0.35201371296816,9.545454545454547,0.35256344523155825,6.67832167832168,0.44121596407930486
19.65917130640745,0.5544909241916224,16.489839177402615,0.42066169088839733,31.561329869490685,0.15978847815569952,33.03295031585659,0.11607526866685858,-8.426573427,0.363911229768063,-4.65034965,0.39364956085129643,9.79020979020979,0.39940536686740613,6.81818181818182,0.4958724572607438
20.001454142768857,0.6144994812625313,16.69621559344405,0.4656668502987983,30.147595491038842,0.12100313479623825,34.44640505146826,0.15236060503524884,-8.391608392,0.4133671101133142,-4.51048951,0.4496075724709133,9.93006993006993,0.4462527494197779,7.027972027972027,0.5622389757747677
20.278160733111662,0.68825639892729,16.903151295165813,0.5156720236913414,32.707585871325136,0.2073171345557453,35.793724255381015,0.19739428801534675,-8.391608392,0.4615232923258955,-4.125874126,0.5302816922773541,10.104895104895103,0.49309831166664164,7.272727272727273,0.6142869711633272
20.55458768061431,0.7595133096009775,17.177201278527065,0.5656788749409254,33.71947348846054,0.25359243174617374,37.142301852074525,0.25367800245526406,-8.286713287,0.509674013621953,-3.916083916,0.6031558029822673,10.244755244755247,0.5464532864099026,7.41258741258741,0.6689434643447661
20.763061417956983,0.8232685214444111,17.38441662308899,0.6181840553245395,34.53001826067746,0.29986269536547905,38.35748981400954,0.3174583821543123,-8.181818182,0.5578247349180105,-3.601398601,0.6773259712088348,10.41958041958042,0.5906958117804106,7.657342657342657,0.7196899412951476
20.836327842080095,0.8782703531050142,17.59135232481075,0.6681892287170825,35.40809677879412,0.34988464732843194,39.23626743922661,0.37373035159494283,-8.006993007,0.6046702971648744,-3.356643357,0.741087632540995,10.55944055944056,0.6414477496473161,7.832167832167833,0.7665355035420114
21.043263543801856,0.9282755264975572,17.798148205112426,0.71694439861409,35.94920567451251,0.38739817505082497,40.116023814384256,0.43875234550432174,-7.867132867,0.6541207165936018,-3.181818182,0.795742305416926,10.664335664335663,0.6882969525051956,8.04195804195804,0.8146807639215451
21.11611050366472,0.9795273476715538,17.93755016093445,0.7631978836629856,36.69319545077027,0.4386667747952314,40.726484134463455,0.49626760701232375,-7.727272727,0.6996665807077956,-3.006993007,0.8438893861019677,10.76923076923077,0.7364476738012533,8.286713286713287,0.8732363515009939
21.051233364746544,0.9995257257430809,18.077231759596643,0.8119513757029521,37.23542291784931,0.48618033048190834,41.33792320448323,0.5625328929890743,-7.517482517,0.7491133595255073,-2.762237762,0.9102540843104837,10.90909090909091,0.783295056353625,8.566433566433567,0.9330916372131125
,,18.150078719459508,0.8632031968769487,37.710536103288874,0.5336922083115444,41.814993889803944,0.6275448197562072,-7.307692308,0.7946555830286852,-2.517482517,0.9649051165753988,11.04895104895105,0.8288409204678188,8.811188811188813,0.9812350772871383
,,18.289480675281524,0.9094566819258442,37.98416662238988,0.5799490490745218,42.157975833265745,0.6938033943047939,-7.132867133,0.841501145275549,-2.412587413,0.9987391350514997,11.18881118881119,0.8782913398965463,8.88111888111888,0.9981511763724348
,,18.294654067824567,0.9557068112606577,38.4595594506696,0.6299609338952289,42.43314438798766,0.7538102735186618,-6.923076923,0.8883448872169049,,,11.25874125874126,0.9264438814981117,,
,,18.299547817527447,0.9994569336044004,39.06890119938814,0.6774761674389469,42.70789347844932,0.8100671422459234,-6.678321678,0.9377898457291085,,,11.363636363636367,0.9758961212323471,,
,,,,39.342671539909226,0.7249830116974599,42.982922211751145,0.8688240179642559,-6.398601399,0.9859314654976262,,,11.3986013986014,0.998020114375863,,
,,,,39.817924546768865,0.7737448930226314,43.122324167573176,0.9150775030131515,-6.293706294,0.9989411889628812,,,,,,
,,,,40.22634291482918,0.8250051034818329,43.3302386192355,0.973832700874443,,,,,,,,
,,,,40.49969379109002,0.8687619372537394,43.333314690477316,1.001332777776224,,,,,,,,
,,,,40.84043859183051,0.9150204558737579,,,,,,,,,,
,,,,41.18146303541116,0.9637789814848474,,,,,,,,,,
,,,,41.31974641987254,1.000032438569459,,,,,,,,,,
